id,LocId,State Id,City,Name,ARPLatitude,ARPLongitude,Elevation,Sectional,UNICOM,CTAF,ICAOId
1079,JES,GA,JESUP,JESUP-WAYNE COUNTY,031-33-14.3000N,081-52-57.0000W,107.1,JACKSONVILLE,122.8,122.8,KJES
1080,JFK,NY,NEW YORK,JOHN F KENNEDY INTL,040-38-23.7400N,073-46-43.2900W,13,NEW YORK,122.95,,KJFK
1081,JFX,AL,JASPER,WALKER COUNTY-BEVILL FLD,033-54-07.2000N,087-18-49.8000W,482.6,ATLANTA,122.7,122.7,KJFX
1082,JFZ,VA,RICHLANDS,TAZEWELL COUNTY,037-03-49.4900N,081-47-53.7600W,2653.1,CINCINNATI,123.05,123.05,KJFZ
1083,JGG,VA,WILLIAMSBURG,WILLIAMSBURG-JAMESTOWN,037-14-21.0300N,076-42-57.9500W,49,WASHINGTON,122.8,122.8,KJGG
1084,JHN,KS,JOHNSON,STANTON COUNTY MUNI,037-35-07.4000N,101-43-56.3000W,3325.4,WICHITA,122.8,122.8,KJHN
1085,JHW,NY,JAMESTOWN,CHAUTAUQUA COUNTY/JAMESTOWN,042-09-12.2200N,079-15-28.8800W,1723.3,DETROIT,122.975,122.975,KJHW
1086,JKA,AL,GULF SHORES,GULF SHORES INTL/JACK EDWARDS FLD,030-17-22.7000N,087-40-18.4000W,17.1,NEW ORLEANS,122.7,118.65,KJKA
1087,JKJ,MN,MOORHEAD,MOORHEAD MUNI/FLORENCE KLINGENSMITH FLD,046-50-21.4000N,096-39-50.5000W,918.1,TWIN CITIES,123,123,KJKJ
1088,JKL,KY,JACKSON,JULIAN CARROLL,037-35-37.9000N,083-19-02.1000W,1380.9,CINCINNATI,122.8,122.8,KJKL
1089,JLN,MO,JOPLIN,JOPLIN RGNL,037-09-11.4000N,094-29-55.7100W,977.7,KANSAS CITY,122.95,119.8,KJLN
1090,JMR,MN,MORA,MORA MUNI,045-53-30.8300N,093-16-22.6200W,1032.8,TWIN CITIES,122.8,122.8,KJMR
1091,JMS,ND,JAMESTOWN,JAMESTOWN RGNL,046-55-47.0000N,098-40-41.5000W,1499.9,TWIN CITIES,123,123,KJMS
1092,JNX,NC,SMITHFIELD,JOHNSTON RGNL,035-32-27.3800N,078-23-25.1700W,164,CHARLOTTE,122.725,122.725,KJNX
1093,JOT,IL,JOLIET,JOLIET RGNL,041-31-03.5700N,088-10-31.8900W,582.3,CHICAGO,122.7,122.7,KJOT
1094,JQD,KY,HARTFORD,OHIO COUNTY,037-27-30.7700N,086-50-59.3700W,537,ST LOUIS,122.8,122.8,KJQD
1095,JQF,NC,CONCORD,CONCORD-PADGETT RGNL,035-23-15.9700N,080-42-32.8800W,704.2,CHARLOTTE,122.95,134.65,KJQF
1096,JRA,NY,NEW YORK,WEST 30TH ST,040-45-16.3600N,074-00-25.5000W,7,NEW YORK,123.05,123.05,KJRA
1097,JRB,NY,NEW YORK,DOWNTOWN MANHATTAN/WALL ST,040-42-04.3700N,074-00-32.5000W,7,NEW YORK,123.05,123.05,KJRB
1098,JRO,OH,JACKSON,JAMES A RHODES,038-58-52.9000N,082-34-40.2600W,726.2,CINCINNATI,122.7,122.7,KJRO
1099,JSO,TX,JACKSONVILLE,CHEROKEE COUNTY,031-52-09.5900N,095-13-02.6600W,677.6,HOUSTON,122.7,122.7,KJSO
1100,JST,PA,JOHNSTOWN,JOHN MURTHA JOHNSTOWN/CAMBRIA COUNTY,040-18-56.0000N,078-50-04.8000W,2284.2,DETROIT,122.95,125.75,KJST
1101,JSV,OK,SALLISAW,SALLISAW MUNI,035-26-17.7000N,094-48-10.5000W,527,MEMPHIS,122.7,122.7,KJSV
1102,JSY,OR,JOSEPH,JOSEPH STATE,045-21-34.3800N,117-15-13.8200W,4126.2,SEATTLE,122.8,122.8,KJSY
1103,JTC,AZ,SPRINGERVILLE,SPRINGERVILLE MUNI,034-07-45.9000N,109-18-39.1000W,7055.2,PHOENIX,122.8,122.8,KJTC
1104,JVL,WI,JANESVILLE,SOUTHERN WISCONSIN RGNL,042-37-12.9100N,089-02-29.6400W,807.8,CHICAGO,122.95,118.8,KJVL
1105,JVW,MS,RAYMOND,JOHN BELL WILLIAMS,032-18-16.1000N,090-24-37.9000W,247,MEMPHIS,123,123,KJVW
1106,JVY,IN,JEFFERSONVILLE,CLARK RGNL,038-21-59.8300N,085-44-17.3200W,477.6,ST LOUIS,122.7,122.7,KJVY
1107,JWG,OK,WATONGA,WATONGA RGNL,035-51-52.4300N,098-25-14.7200W,1551,DALLAS-FT WORTH,122.8,122.8,KJWG
1108,JWN,TN,NASHVILLE,JOHN C TUNE,036-10-58.8800N,086-53-11.3800W,501,ST LOUIS,122.7,119.45,KJWN
1109,JWY,TX,MIDLOTHIAN/WAXAHACHIE,MID-WAY RGNL,032-27-29.8600N,096-54-45.1000W,727,DALLAS-FT WORTH,122.975,122.975,KJWY
1110,JXI,TX,GILMER,FOX STEPHENS FLD / GILMER MUNI,032-41-52.9100N,094-56-55.9300W,415.4,MEMPHIS,,122.9,KJXI
1111,JXN,MI,JACKSON,JACKSON COUNTY/REYNOLDS FLD,042-15-37.6000N,084-27-43.7000W,1000.8,DETROIT,122.95,128.475,KJXN
1112,JYG,MN,ST JAMES,ST JAMES MUNI,043-59-10.8700N,094-33-28.7100W,1067.7,OMAHA,,122.9,KJYG
1113,JYL,GA,SYLVANIA,PLANTATION AIRPARK,032-38-43.8800N,081-35-47.8000W,190.3,ATLANTA,122.8,122.8,KJYL
1114,JYM,MI,HILLSDALE,HILLSDALE MUNI,041-55-16.6900N,084-35-12.1100W,1184.2,DETROIT,122.8,122.8,KJYM
1115,JYO,VA,LEESBURG,LEESBURG EXEC,039-04-40.7000N,077-33-27.0000W,389.5,WASHINGTON,122.975,127.5,KJYO
1116,JYR,NE,YORK,YORK MUNI,040-53-47.1000N,097-37-26.6600W,1669.7,OMAHA,122.8,122.8,KJYR
1117,JZI,SC,CHARLESTON,CHARLESTON EXEC,032-42-03.7000N,080-00-11.7000W,18.6,CHARLOTTE,122.8,122.8,KJZI
1118,JZP,GA,JASPER,PICKENS COUNTY,034-27-12.5000N,084-27-26.0000W,1535.1,ATLANTA,122.725,122.725,KJZP
1119,KIC,CA,KING CITY,MESA DEL REY,036-13-42.8000N,121-07-16.7000W,374.2,SAN FRANCISCO,,122.9,KKIC
1120,KLS,WA,KELSO,SOUTHWEST WASHINGTON RGNL,046-07-04.8000N,122-53-54.1000W,20.1,SEATTLE,122.8,122.8,KKLS
1121,KNB,UT,KANAB,KANAB MUNI,037-00-37.8400N,112-31-53.3200W,4867.7,LAS VEGAS,122.8,122.8,KKNB
1122,LAA,CO,LAMAR,SOUTHEAST COLORADO RGNL,038-04-10.9000N,102-41-18.6000W,3705.5,WICHITA,122.8,122.8,KLAA
1123,LAF,IN,LAFAYETTE,PURDUE UNIVERSITY,040-24-44.3000N,086-56-12.8000W,605.9,CHICAGO,122.95,119.6,KLAF
1124,LAL,FL,LAKELAND,LAKELAND LINDER INTL,027-59-15.5000N,082-01-08.4000W,141.8,MIAMI,122.95,,KLAL
1125,LAM,NM,LOS ALAMOS,LOS ALAMOS,035-52-46.8700N,106-16-07.2700W,7170.9,DENVER,123,123,KLAM
1126,LAN,MI,LANSING,CAPITAL REGION INTL,042-46-43.1000N,084-35-10.3000W,860.8,DETROIT,122.95,,KLAN
1127,LAR,WY,LARAMIE,LARAMIE RGNL,041-18-43.4000N,105-40-30.0000W,7283.5,CHEYENNE,123.05,123.05,KLAR
1128,LAS,NV,LAS VEGAS,HARRY REID INTL,036-04-48.1600N,115-09-08.0400W,2181.2,LAS VEGAS,122.95,,KLAS
1129,LAW,OK,LAWTON,LAWTON-FORT SILL RGNL,034-34-03.7700N,098-24-59.8900W,1110.3,DALLAS-FT WORTH,122.95,119.9,KLAW
1130,LAX,CA,LOS ANGELES,LOS ANGELES INTL,033-56-32.9900N,118-24-28.9700W,127.8,LOS ANGELES,122.95,,KLAX
1131,LBB,TX,LUBBOCK,LUBBOCK PRESTON SMITH INTL,033-39-49.2000N,101-49-14.0000W,3282.4,DALLAS-FT WORTH,122.95,,KLBB
1132,LBE,PA,LATROBE,ARNOLD PALMER RGNL,040-16-23.1600N,079-24-37.1700W,1198.7,DETROIT,,125,KLBE
1133,LBF,NE,NORTH PLATTE,NORTH PLATTE RGNL/LEE BIRD FLD,041-07-34.3700N,100-41-01.1500W,2777,OMAHA,123,123,KLBF
1134,LBL,KS,LIBERAL,LIBERAL MID-AMERICA RGNL,037-02-38.1000N,100-57-35.9000W,2885.6,WICHITA,122.8,122.8,KLBL
1135,LBO,MO,LEBANON,FLOYD W JONES LEBANON,037-38-54.0000N,092-39-08.8000W,1320.7,KANSAS CITY,122.8,122.8,KLBO
1136,LBR,TX,CLARKSVILLE,CLARKSVILLE/RED RIVER CTY-J D TRISSELL FLD,033-35-33.5100N,095-03-50.9300W,440,DALLAS-FT WORTH,,122.9,KLBR
1137,LBT,NC,LUMBERTON,LUMBERTON RGNL,034-36-35.3000N,079-03-34.4000W,124.5,CHARLOTTE,122.8,122.8,KLBT
1138,LBX,TX,ANGLETON/LAKE JACKSON,TEXAS GULF COAST RGNL,029-06-31.1000N,095-27-43.5000W,25.2,HOUSTON,123,123,KLBX
1139,LCG,NE,WAYNE,WAYNE MUNI/ STAN MORRIS FLD,042-14-29.7800N,096-58-56.1800W,1431.7,OMAHA,122.8,122.8,KLCG
1140,LCH,LA,LAKE CHARLES,LAKE CHARLES RGNL,030-07-33.9000N,093-13-24.3000W,14.6,HOUSTON,122.95,120.7,KLCH
1141,LCI,NH,LACONIA,LACONIA MUNI,043-34-22.9500N,071-25-04.2300W,545.4,NEW YORK,123,123,KLCI
1142,LCK,OH,COLUMBUS,RICKENBACKER INTL,039-48-49.6000N,082-55-40.1000W,743.9,CINCINNATI,122.95,,KLCK
1143,LCQ,FL,LAKE CITY,LAKE CITY GATEWAY,030-10-55.4000N,082-34-36.7000W,200.7,JACKSONVILLE,122.95,119.2,KLCQ
1144,LDJ,NJ,LINDEN,LINDEN,040-37-02.8200N,074-14-40.5400W,22,NEW YORK,123,123,KLDJ
1145,LDM,MI,LUDINGTON,MASON COUNTY,043-57-45.1100N,086-24-28.5000W,646.6,CHICAGO,123,123,KLDM
1146,LEB,NH,LEBANON,LEBANON MUNI,043-37-34.0000N,072-18-15.1000W,603.3,NEW YORK,122.95,125.95,KLEB
1147,LEE,FL,LEESBURG,LEESBURG INTL,028-49-22.4300N,081-48-30.3000W,76,JACKSONVILLE,122.725,119.35,KLEE
1148,LEM,SD,LEMMON,LEMMON MUNI,045-55-06.1700N,102-06-19.9300W,2572.8,BILLINGS,122.8,122.8,KLEM
1149,LEW,ME,AUBURN/LEWISTON,AUBURN/LEWISTON MUNI,044-02-54.5000N,070-17-00.6300W,287.5,MONTREAL,122.8,122.8,KLEW
1150,LEX,KY,LEXINGTON,BLUE GRASS,038-02-12.3000N,084-36-31.1000W,979.3,CINCINNATI,122.95,,KLEX
1151,LFK,TX,LUFKIN,ANGELINA COUNTY,031-14-02.5000N,094-45-00.0000W,295.6,HOUSTON,123,123,KLFK
1152,LFT,LA,LAFAYETTE,LAFAYETTE RGNL/PAUL FOURNET FLD,030-12-18.1000N,091-59-15.9000W,41.7,HOUSTON,122.95,118.5,KLFT
1153,LGA,NY,NEW YORK,LAGUARDIA,040-46-38.1000N,073-52-21.4000W,20.6,NEW YORK,122.95,,KLGA
1154,LGB,CA,LONG BEACH,LONG BEACH (DAUGHERTY FLD),033-49-04.5500N,118-09-06.8100W,60.4,LOS ANGELES,122.95,119.4,KLGB
1155,LGC,GA,LAGRANGE,LAGRANGE/CALLAWAY,033-00-32.9400N,085-04-23.5400W,693.6,ATLANTA,122.975,122.975,KLGC
1156,LGD,OR,LA GRANDE,LA GRANDE/UNION COUNTY,045-17-20.6800N,118-00-22.0400W,2717.6,SEATTLE,122.8,122.8,KLGD
1157,LGU,UT,LOGAN,LOGAN-CACHE,041-47-30.3700N,111-51-05.9300W,4456.9,SALT LAKE CITY,122.8,122.8,KLGU
1158,LHB,TX,HEARNE,HEARNE MUNI,030-52-19.5000N,096-37-19.9000W,284.7,HOUSTON,,122.9,KLHB
1159,LHM,CA,LINCOLN,LINCOLN RGNL/KARL HARDER FLD,038-54-33.0000N,121-21-04.8000W,121.4,SAN FRANCISCO,123,123,KLHM
1160,LHQ,OH,LANCASTER,FAIRFIELD COUNTY,039-45-20.3000N,082-39-25.5500W,868.2,CINCINNATI,122.725,122.725,KLHQ
1161,LHV,PA,LOCK HAVEN,WILLIAM T PIPER MEML,041-08-08.8000N,077-25-20.3000W,555.5,DETROIT,122.8,122.8,KLHV
1162,LHW,GA,FORT STEWART(HINESVILLE),WRIGHT AAF (FORT STEWART)/MIDCOAST RGNL,031-53-16.1500N,081-33-45.5600W,46.6,JACKSONVILLE,,126.25,KLHW
1163,LHX,CO,LA JUNTA,LA JUNTA MUNI,038-03-00.0000N,103-30-35.1000W,4228.6,WICHITA,123,123,KLHX
1164,LHZ,NC,LOUISBURG,TRIANGLE NORTH EXEC,036-01-24.0500N,078-19-48.9500W,368,CHARLOTTE,123,123,KLHZ
1165,LIC,CO,LIMON,LIMON MUNI,039-16-29.2000N,103-39-57.1000W,5374.4,WICHITA,,122.9,KLIC
1166,LIT,AR,LITTLE ROCK,BILL AND HILLARY CLINTON NTL/ADAMS FLD,034-43-45.9900N,092-13-29.2000W,266,MEMPHIS,122.95,,KLIT
1167,LIU,TX,LITTLEFIELD,LITTLEFIELD TAYLOR BROWN MUNI,033-55-26.2000N,102-23-12.0300W,3615.6,ALBUQUERQUE,122.8,122.8,KLIU
1168,LJF,MN,LITCHFIELD,LITCHFIELD MUNI,045-05-49.7000N,094-30-26.1000W,1139.9,TWIN CITIES,,122.9,KLJF
1169,LKP,NY,LAKE PLACID,LAKE PLACID,044-15-52.1200N,073-57-42.7300W,1747,MONTREAL,122.8,122.8,KLKP
1170,LKR,SC,LANCASTER,LANCASTER COUNTY-MC WHIRTER FLD,034-43-22.4600N,080-51-16.5200W,485.9,CHARLOTTE,122.725,122.725,KLKR
1171,LKU,VA,LOUISA,LOUISA COUNTY/FREEMAN FLD,038-00-35.3700N,077-58-12.4600W,493.7,WASHINGTON,122.975,122.975,KLKU
1172,LKV,OR,LAKEVIEW,LAKE COUNTY,042-09-40.0000N,120-23-56.7000W,4734.1,KLAMATH FALLS,122.8,122.8,KLKV
1173,LLJ,ID,CHALLIS,CHALLIS,044-31-24.9800N,114-13-04.5800W,5075.9,GREAT FALLS,122.8,122.8,KLLJ
1174,LLN,TX,LEVELLAND,LEVELLAND MUNI,033-33-09.1000N,102-22-21.1000W,3514.1,ALBUQUERQUE,122.8,122.8,KLLN
1175,LLQ,AR,MONTICELLO,MONTICELLO MUNI/ELLIS FLD,033-38-18.8000N,091-45-03.6000W,267.8,MEMPHIS,122.8,122.8,KLLQ
1176,LLR,CA,LITTLE RIVER,LITTLE RIVER,039-15-43.4000N,123-45-13.6000W,573.8,SAN FRANCISCO,122.7,122.7,KLLR
1177,LLU,MO,LAMAR,LAMAR MUNI,037-29-09.5000N,094-18-43.2000W,1009.8,KANSAS CITY,,122.9,KLLU
1178,LMO,CO,LONGMONT,VANCE BRAND,040-09-51.8000N,105-09-49.1000W,5055.3,CHEYENNE,122.975,122.975,KLMO
1179,LMS,MS,LOUISVILLE,LOUISVILLE/WINSTON COUNTY,033-08-46.3000N,089-03-45.0000W,574.2,MEMPHIS,122.7,122.7,KLMS
1180,LMT,OR,KLAMATH FALLS,CRATER LAKE/KLAMATH RGNL,042-09-22.1200N,121-43-59.5400W,4095.4,KLAMATH FALLS,122.95,133.975,KLMT
1181,LNA,FL,WEST PALM BEACH,PALM BEACH COUNTY PARK,026-35-35.0000N,080-05-06.2300W,14.2,MIAMI,122.7,122.7,KLNA
1182,LNC,TX,LANCASTER,LANCASTER RGNL,032-34-39.3800N,096-43-03.0100W,501.1,DALLAS-FT WORTH,122.7,122.7,KLNC
1183,LND,WY,LANDER,HUNT FLD,042-48-55.3800N,108-43-42.8300W,5588.9,CHEYENNE,122.8,122.8,KLND
1184,LNK,NE,LINCOLN,LINCOLN,040-51-03.2000N,096-45-32.8000W,1218.6,OMAHA,122.95,118.5,KLNK
1185,LNL,WI,LAND O' LAKES,KINGS LAND O' LAKES,046-09-14.8200N,089-12-43.0700W,1705,GREEN BAY,122.8,122.8,KLNL
1186,LNN,OH,WILLOUGHBY,LAKE COUNTY EXEC,041-41-02.5000N,081-23-23.1000W,625.6,DETROIT,122.725,122.725,KLNN
1187,LNP,VA,WISE,LONESOME PINE,036-59-15.0600N,082-31-47.9900W,2684.3,CINCINNATI,123,123,KLNP
1188,LNR,WI,LONE ROCK,TRI-COUNTY RGNL,043-12-42.7000N,090-10-47.4000W,717.3,CHICAGO,123,123,KLNR
1189,LNS,PA,LANCASTER,LANCASTER,040-07-20.5000N,076-17-39.7000W,402.6,NEW YORK,122.95,120.9,KLNS
1190,LOL,NV,LOVELOCK,DERBY FLD,040-03-59.2800N,118-33-54.3100W,3907.6,KLAMATH FALLS,122.8,122.8,KLOL
1191,LOM,PA,PHILADELPHIA,WINGS FLD,040-08-15.2000N,075-15-54.5000W,301.5,NEW YORK,123,123,KLOM
1192,LOT,IL,CHICAGO/ROMEOVILLE,LEWIS UNIVERSITY,041-36-29.1500N,088-05-47.0000W,679,CHICAGO,122.8,122.8,KLOT
1193,LOU,KY,LOUISVILLE,BOWMAN FLD,038-13-40.7400N,085-39-49.5000W,545.6,ST LOUIS,122.95,119.5,KLOU
1194,LOZ,KY,LONDON,LONDON/CORBIN/MAGEE,037-05-12.8000N,084-04-38.6000W,1212.3,CINCINNATI,123,123,KLOZ
1195,LPC,CA,LOMPOC,LOMPOC,034-39-56.2300N,120-28-03.0100W,88.1,LOS ANGELES,122.7,122.7,KLPC
1196,LPR,OH,LORAIN/ELYRIA,LORAIN COUNTY RGNL,041-20-39.4000N,082-10-39.5000W,793.2,DETROIT,122.7,122.7,KLPR
1197,LQK,SC,PICKENS,PICKENS COUNTY,034-48-35.9000N,082-42-10.4000W,1013.4,ATLANTA,122.8,122.8,KLQK
1198,LQR,KS,LARNED,LARNED-PAWNEE COUNTY,038-12-30.9700N,099-05-09.2900W,2012.1,WICHITA,122.8,122.8,KLQR
1199,LRD,TX,LAREDO,LAREDO INTL,027-32-39.1000N,099-27-41.7000W,508,BROWNSVILLE,122.95,120.1,KLRD
1200,LRG,ME,LINCOLN,LINCOLN RGNL,045-21-42.6600N,068-32-04.0500W,208.1,HALIFAX,122.8,122.8,KLRG
1201,LRJ,IA,LE MARS,LE MARS MUNI,042-46-42.8000N,096-11-36.9000W,1197,OMAHA,122.8,122.8,KLRJ
1202,LRO,SC,MOUNT PLEASANT,MT PLEASANT RGNL-FAISON FLD,032-53-52.2000N,079-46-58.3000W,11.6,CHARLOTTE,122.7,122.7,KLRO
1203,LRU,NM,LAS CRUCES,LAS CRUCES INTL,032-17-21.9000N,106-55-19.1000W,4456.9,ALBUQUERQUE,122.7,122.7,KLRU
1204,LRY,MO,HARRISONVILLE,LAWRENCE SMITH MEML,038-36-36.7000N,094-20-36.7000W,915.4,KANSAS CITY,123,123,KLRY
1205,LSB,NM,LORDSBURG,LORDSBURG MUNI,032-20-00.4700N,108-41-30.2400W,4289,ALBUQUERQUE,122.8,122.8,KLSB
1206,LSE,WI,LA CROSSE,LA CROSSE RGNL,043-52-45.3600N,091-15-23.8800W,655.4,CHICAGO,122.95,118.45,KLSE
1207,LSK,WY,LUSK,LUSK MUNI,042-45-13.7000N,104-24-16.4000W,4966.8,CHEYENNE,122.8,122.8,KLSK
1208,LSN,CA,LOS BANOS,LOS BANOS MUNI,037-03-50.0000N,120-52-11.5000W,121.4,SAN FRANCISCO,122.8,122.8,KLSN
1209,LTY,MT,CHESTER,LIBERTY COUNTY,048-30-38.6000N,110-59-27.1100W,3184.8,GREAT FALLS,122.8,122.8,KLTY
1210,LUA,VA,LURAY,LURAY CAVERNS,038-40-00.1600N,078-30-03.0100W,902.4,WASHINGTON,122.8,122.8,KLUA
1211,LUD,TX,DECATUR,DECATUR MUNI,033-15-15.3000N,097-34-49.8000W,1046.7,DALLAS-FT WORTH,122.8,122.8,KLUD
1212,LUG,TN,LEWISBURG,ELLINGTON,035-30-25.1100N,086-48-14.0000W,718.4,ATLANTA,122.8,122.8,KLUG
1213,LUK,OH,CINCINNATI,CINCINNATI MUNI/LUNKEN FLD,039-06-12.0000N,084-25-07.0000W,483.3,CINCINNATI,122.95,118.7,KLUK
1214,LUL,MS,LAUREL,HESLER-NOBLE FLD,031-40-22.9000N,089-10-22.1000W,238.3,NEW ORLEANS,123.05,123.05,KLUL
1215,LUM,WI,MENOMONIE,MENOMONIE MUNI/SCORE FLD,044-53-32.4000N,091-52-04.1000W,895.1,GREEN BAY,122.7,122.7,KLUM
1216,LUV,TX,LAMESA,LAMESA MUNI,032-45-22.7000N,101-55-12.8000W,2998.6,DALLAS-FT WORTH,122.8,122.8,KLUV
1217,LUX,SC,LAURENS,LAURENS COUNTY,034-30-25.6000N,081-56-49.0000W,697.6,CHARLOTTE,122.8,122.8,KLUX
1218,LVJ,TX,HOUSTON,PEARLAND RGNL,029-31-16.6000N,095-14-31.7000W,43.9,HOUSTON,122.725,122.725,KLVJ
1219,LVK,CA,LIVERMORE,LIVERMORE MUNI,037-41-36.2000N,121-49-13.3000W,399.9,SAN FRANCISCO,122.95,118.1,KLVK
1220,LVL,VA,LAWRENCEVILLE,BRUNSWICK COUNTY,036-46-22.2000N,077-47-39.3000W,328.7,WASHINGTON,122.8,122.8,KLVL
1221,LVM,MT,LIVINGSTON,MISSION FLD,045-41-57.9000N,110-26-52.9000W,4659.4,GREAT FALLS,123,123,KLVM
1222,LVN,MN,MINNEAPOLIS,AIRLAKE,044-37-40.3000N,093-13-41.1000W,960.6,TWIN CITIES,123,123,KLVN
1223,LVS,NM,LAS VEGAS,LAS VEGAS MUNI,035-39-15.2000N,105-08-32.6000W,6877.2,ALBUQUERQUE,122.8,122.8,KLVS
1224,LWA,MI,SOUTH HAVEN,SOUTH HAVEN AREA RGNL,042-21-04.7800N,086-15-20.6600W,665.5,CHICAGO,122.8,122.8,KLWA
1225,LWB,WV,LEWISBURG,GREENBRIER VALLEY,037-51-29.9000N,080-23-58.1400W,2301.6,CINCINNATI,122.95,118.9,KLWB
1226,LWC,KS,LAWRENCE,LAWRENCE RGNL,039-00-40.0000N,095-12-59.3000W,833.3,KANSAS CITY,123,123,KLWC
1227,LWD,IA,LAMONI,LAMONI MUNI,040-37-56.6100N,093-54-08.0100W,1130.6,CHICAGO,,122.9,KLWD
1228,LWL,NV,WELLS,WELLS MUNI/HARRIET FLD,041-07-01.6000N,114-55-19.7000W,5769,SALT LAKE CITY,122.8,122.8,KLWL
1229,LWM,MA,LAWRENCE,LAWRENCE MUNI,042-43-01.3500N,071-07-24.7200W,147.6,NEW YORK,122.8,119.25,KLWM
1230,LWS,ID,LEWISTON,LEWISTON/NEZ PERCE COUNTY,046-22-28.1900N,117-00-55.4300W,1442.1,SEATTLE,122.95,119.4,KLWS
1231,LWT,MT,LEWISTOWN,LEWISTOWN MUNI,047-02-57.3000N,109-28-00.1000W,4170.4,GREAT FALLS,123,123,KLWT
1232,LWV,IL,LAWRENCEVILLE,LAWRENCEVILLE-VINCENNES INTL,038-45-51.4000N,087-36-19.8000W,429.8,ST LOUIS,122.8,122.8,KLWV
1233,LXL,MN,LITTLE FALLS,LITTLE FALLS/MORRISON COUNTY-LINDBERGH FLD,045-56-56.6300N,094-20-49.3300W,1122.8,TWIN CITIES,122.8,122.8,KLXL
1234,LXN,NE,LEXINGTON,JIM KELLY FLD,040-47-25.5200N,099-46-33.2900W,2412.6,OMAHA,123,123,KLXN
1235,LXT,MO,LEE'S SUMMIT,LEE'S SUMMIT MUNI,038-57-32.7500N,094-22-18.8200W,1004.3,KANSAS CITY,122.8,122.8,KLXT
1236,LXV,CO,LEADVILLE,LAKE COUNTY,039-13-10.1000N,106-18-59.1000W,9933.5,DENVER,122.8,122.8,KLXV
1237,LXY,TX,MEXIA,MEXIA-LIMESTONE COUNTY,031-38-28.2400N,096-30-52.0500W,544.7,HOUSTON,122.8,122.8,KLXY
1238,LYH,VA,LYNCHBURG,LYNCHBURG RGNL/PRESTON GLENN FLD,037-19-31.4000N,079-12-04.4000W,938.2,CINCINNATI,122.95,127.65,KLYH
1239,LYO,KS,LYONS,LYONS-RICE COUNTY MUNI,038-20-24.9000N,098-13-42.8300W,1691.8,WICHITA,122.8,122.8,KLYO
1240,LYV,MN,LUVERNE,QUENTIN AANENSON FLD,043-37-00.3700N,096-13-03.8500W,1435,OMAHA,122.7,122.7,KLYV
1241,LZD,CT,DANIELSON,DANIELSON,041-49-11.1000N,071-54-03.5000W,238,NEW YORK,123,123,KLZD
1242,LZU,GA,LAWRENCEVILLE,GWINNETT COUNTY/BRISCOE FLD,033-58-41.1300N,083-57-44.5100W,1061.5,ATLANTA,123.05,124.1,KLZU
1243,LZZ,TX,LAMPASAS,LAMPASAS,031-06-22.3000N,098-11-45.3000W,1214.4,SAN ANTONIO,122.8,122.8,KLZZ
1244,MAC,GA,MACON,MACON DOWNTOWN,032-49-18.3500N,083-33-42.9700W,436.7,ATLANTA,123,123,KMAC
1245,MAE,CA,MADERA,MADERA MUNI,036-59-18.9600N,120-06-44.8200W,255.2,SAN FRANCISCO,122.8,122.8,KMAE
1246,MAF,TX,MIDLAND,MIDLAND INTL AIR AND SPACE PORT,031-56-33.1000N,102-12-06.9000W,2872.1,SAN ANTONIO,122.95,118.7,KMAF
1247,MAI,FL,MARIANNA,MARIANNA MUNI,030-50-17.6000N,085-10-56.0000W,110.7,NEW ORLEANS,123,123,KMAI
1248,MAL,NY,MALONE,MALONE-DUFORT,044-51-13.2000N,074-19-44.2000W,789.9,MONTREAL,122.8,122.8,KMAL
1249,MAN,ID,NAMPA,NAMPA MUNI,043-34-52.8300N,116-31-23.0300W,2537,SALT LAKE CITY,122.7,122.7,KMAN
1250,MAO,SC,MARION,MARION COUNTY,034-10-52.2000N,079-20-05.0000W,92.3,CHARLOTTE,122.8,122.8,KMAO
1251,MAW,MO,MALDEN,MALDEN RGNL,036-35-53.5400N,089-59-33.1700W,295.3,ST LOUIS,122.8,122.8,KMAW
1252,MBG,SD,MOBRIDGE,MOBRIDGE MUNI,045-32-46.6000N,100-24-22.6000W,1716.2,TWIN CITIES,122.8,122.8,KMBG
1253,MBL,MI,MANISTEE,MANISTEE COUNTY/BLACKER,044-16-20.8700N,086-14-48.8400W,621.4,GREEN BAY,122.8,122.8,KMBL
1254,MBO,MS,MADISON,BRUCE CAMPBELL FLD,032-26-19.2000N,090-06-11.2000W,325.1,MEMPHIS,122.8,122.8,KMBO
1255,MBS,MI,SAGINAW,MBS INTL,043-31-58.5400N,084-04-46.6900W,668.2,DETROIT,122.95,120.1,KMBS
1256,MBT,TN,MURFREESBORO,MURFREESBORO MUNI,035-52-43.1700N,086-22-38.8900W,614.1,ATLANTA,123.075,123.075,KMBT
1257,MBY,MO,MOBERLY,OMAR N BRADLEY,039-27-47.4100N,092-25-33.2000W,867.6,KANSAS CITY,122.7,122.7,KMBY
1258,MCB,MS,MC COMB,MC COMB/PIKE COUNTY/JOHN E LEWIS FLD,031-10-42.4000N,090-28-18.7000W,413.2,NEW ORLEANS,123.05,123.05,KMCB
1259,MCC,CA,SACRAMENTO,MC CLELLAN AIRFIELD,038-40-03.5000N,121-24-02.2000W,76.8,SAN FRANCISCO,122.975,122.975,KMCC
1260,MCD,MI,MACKINAC ISLAND,MACKINAC ISLAND,045-51-53.9400N,084-38-13.5400W,741,LAKE HURON,122.7,122.7,KMCD
